location,date,lat,lon,rain_3day,rain_7day,wave_h,elevation,slope,dist_coast,flooded
Mombasa,2026-01-14,-4.1765198232304535,39.56788085021886,16.74,37.25,1.02,22.16,3.14,6.78,0
Mombasa,2026-02-12,-3.9677305342334335,39.739535490781215,39.85,51.27,2.49,20.12,1.97,0.35,1
Mombasa,2025-11-07,-4.195370275368933,39.742043456739616,12.3,22.38,1.09,26.18,1.93,0.21,0
Mombasa,2025-11-29,-4.159429333989436,39.62310616838947,20.65,40.25,2.46,18.62,1.26,1.77,1
Mombasa,2026-01-16,-4.1670718278918875,39.77633885466194,39.67,79.27,2.28,19.33,1.84,1.04,1
Mombasa,2025-11-09,-4.1118013266544855,39.688121018093995,36.15,70.28,1.22,37.6,1.31,2.61,1
Mombasa,2026-02-09,-4.083519473806917,39.605903409597246,109.7,125.93,1.34,21.62,2.77,1.66,1
Mombasa,2025-12-20,-3.9267378407187414,39.70537350560276,13.47,71.33,1.41,19.21,2.77,1.69,1
Mombasa,2026-02-24,-4.069080656168113,39.718142352170766,11.83,23.93,1.94,0.0,1.78,2.19,1
Mombasa,2026-01-19,-4.1628452767819235,39.72938716696652,17.34,24.8,2.77,9.03,3.2,0.36,1
Mombasa,2025-11-12,-4.11829537585478,39.79283590383533,20.01,31.74,1.87,43.26,6.8,2.92,1
Mombasa,2025-12-12,-4.198086951569615,39.77841091523063,58.25,79.44,1.54,32.22,3.07,1.03,1
Mombasa,2026-01-05,-4.191585179131144,39.653319095344614,20.91,44.7,1.48,14.83,2.36,2.56,1
Mombasa,2025-12-06,-4.070679503563071,39.65795641260439,19.3,51.76,0.94,21.76,3.82,1.53,0
Mombasa,2025-11-17,-4.046343519542467,39.55586315761662,34.68,49.81,2.17,9.25,0.0,0.22,1
Mombasa,2026-02-12,-4.12501152501627,39.6543747492493,29.13,32.5,1.74,7.34,4.86,0.53,1
Mombasa,2025-12-27,-4.086032274992262,39.594287164370925,14.79,31.37,2.74,5.08,2.9,1.02,1
Mombasa,2026-01-10,-4.168989308192538,39.580042070025925,14.3,39.33,1.79,9.42,1.78,0.0,1
Mombasa,2026-01-02,-4.002353531467661,39.75396144309532,28.99,48.68,2.89,6.65,4.15,1.55,1
Mombasa,2025-12-14,-4.082218328859703,39.55545328992571,55.77,75.41,1.6,24.57,2.33,0.17,1
Mombasa,2026-01-31,-4.151542320157603,39.58226441222883,13.94,22.88,1.79,19.65,0.74,1.47,1
Mombasa,2025-11-24,-4.050781910614134,39.71609115198704,11.68,24.65,0.96,30.77,2.15,8.2,1
Mombasa,2026-02-11,-4.137487548074118,39.69179625562522,66.85,101.35,2.47,20.52,0.85,4.83,0
Mombasa,2026-01-20,-4.112361216610115,39.65725724221692,6.61,22.82,0.57,19.67,2.7,2.07,1
Mombasa,2025-11-04,-4.1627488701415745,39.751895509483575,104.11,119.2,0.95,20.48,2.09,0.14,1
Mombasa,2026-01-22,-3.96578085265057,39.6095315686801,27.18,35.59,1.29,27.25,2.48,1.09,1
Mombasa,2025-12-16,-4.116205431517299,39.60165487338188,11.84,37.99,2.6,5.75,0.07,0.79,1
Mombasa,2026-02-09,-3.9132970032283856,39.678420705096435,8.41,12.68,2.03,28.4,0.57,0.45,0
Mombasa,2025-12-10,-4.0783704267309435,39.576663315749535,5.01,29.3,1.27,17.85,5.7,3.85,1
Mombasa,2026-02-01,-4.153441652495366,39.722269571958755,21.92,48.26,2.79,0.0,7.14,0.89,1
Mombasa,2025-11-06,-3.988436109301972,39.78375302394558,31.57,43.15,2.58,15.3,4.66,0.61,1
Mombasa,2026-01-07,-3.9799325555224008,39.75285602078169,40.86,44.8,0.58,0.0,4.69,2.91,0
Mombasa,2025-11-12,-3.9356041061929856,39.77030215179003,49.66,67.19,1.11,2.73,5.69,0.4,1
Mombasa,2026-02-12,-4.160546257221047,39.568237730511356,5.14,26.59,2.24,0.0,4.85,2.32,1
Mombasa,2025-12-02,-3.963034212276703,39.65600858483197,9.71,46.98,2.68,2.22,4.66,0.73,0
Mombasa,2026-02-01,-3.9420722737615046,39.7757350329027,27.32,45.48,2.36,12.94,0.0,1.8,1
Mombasa,2026-01-28,-4.108644511441235,39.760340933350584,86.31,105.84,2.71,6.39,2.67,1.05,1
Mombasa,2025-12-01,-4.0636553455166355,39.69844800278626,32.5,43.45,0.81,26.81,2.05,4.35,1
Mombasa,2025-12-14,-4.0141074122874265,39.713604562931096,20.35,57.95,0.52,11.83,3.84,0.48,0
Mombasa,2026-02-22,-4.126346057004649,39.616502881510044,21.14,32.35,1.6,10.57,3.53,4.62,0
Mombasa,2025-12-25,-3.9385932241105226,39.6163080970916,12.53,37.72,0.66,12.22,2.65,0.17,1
Mombasa,2025-11-10,-3.990241723526674,39.566677915222996,36.51,81.88,2.16,18.47,7.92,0.1,0
Mombasa,2026-02-10,-3.9429950862392005,39.775482606961525,19.53,47.06,2.79,2.65,4.8,9.53,1
Mombasa,2026-01-23,-4.065025485024432,39.622247165117315,49.69,85.75,1.55,30.54,1.54,1.01,1
Mombasa,2026-01-25,-4.044300491120173,39.79812539364384,21.05,37.62,1.95,29.94,2.74,1.51,1
Mombasa,2025-11-16,-4.141723666490965,39.5517069041866,6.44,72.82,1.47,2.74,4.83,0.28,1
Mombasa,2025-12-28,-4.105792685521241,39.74978084286993,4.16,13.41,0.91,12.43,2.14,5.59,0
Mombasa,2025-12-02,-3.9811463521440236,39.68145029255527,18.82,54.14,0.79,22.23,5.34,1.33,0
Mombasa,2026-01-23,-3.912297666549684,39.56050531867487,17.89,65.36,2.29,1.36,3.59,3.1,1
Mombasa,2025-11-23,-4.154369139473721,39.715797481860356,9.78,17.19,2.76,0.0,3.6,2.05,0
Mombasa,2026-02-19,-4.18480694168004,39.72561445013089,19.96,29.75,1.41,28.02,2.83,0.44,1
Mombasa,2025-11-25,-4.179764197764112,39.724904052318294,30.39,55.6,0.84,12.38,4.29,2.02,0
Mombasa,2026-01-13,-4.06935846935341,39.7239827102933,13.09,41.41,2.57,14.26,0.59,0.56,1
Kilifi,2025-12-14,-3.706611919894451,39.810853253896994,15.48,27.24,1.96,20.75,2.92,0.97,1
Kilifi,2025-12-31,-3.4589277691565763,39.89313922857039,31.12,46.9,1.16,25.38,1.5,2.31,0
Kilifi,2025-12-06,-3.6617813064234572,39.55609659670974,33.38,45.34,2.65,7.48,5.67,0.95,0
Kilifi,2025-12-21,-3.9471434589889816,39.646502857769946,23.87,90.84,0.99,15.35,2.69,1.98,1
Kilifi,2025-12-01,-3.500981111834018,39.6024661690803,12.67,36.29,2.15,0.0,0.56,0.38,1
Kilifi,2025-10-30,-3.785422595954186,39.56479405297765,3.11,23.46,0.66,17.67,0.63,0.31,1
Kilifi,2026-01-03,-3.48372637037732,39.79611574820867,44.98,70.51,1.91,21.65,6.66,2.46,1
Kilifi,2025-11-28,-3.7346192614365226,39.56874412170233,25.08,26.11,1.19,25.71,3.3,1.24,1
Kilifi,2026-01-15,-3.6442332516722393,39.690050489004584,45.59,59.36,1.92,12.38,5.42,0.31,1
Kilifi,2026-01-23,-3.814305747066504,39.90415345370746,22.61,37.75,2.45,5.28,2.5,0.71,1
Kilifi,2025-12-01,-3.6286201216846394,39.86124968650913,98.61,144.29,0.76,17.39,1.15,2.05,1
Kilifi,2025-12-20,-3.635889345959876,39.78915113442705,7.68,21.0,0.73,39.79,0.0,1.09,0
Kilifi,2026-02-13,-3.82949743394337,39.85034957360207,25.29,31.94,1.1,30.98,0.53,1.34,1
Kilifi,2025-11-29,-3.8763203357812612,39.87320474628722,34.21,39.85,1.43,9.89,0.02,0.34,1
Kilifi,2026-02-18,-3.7990054982549077,39.63177765172922,9.01,18.01,0.7,13.68,4.86,1.17,0
Kilifi,2025-12-05,-3.647498863574932,39.67416270678192,26.41,28.41,1.5,20.07,0.0,4.18,0
Kilifi,2025-11-28,-3.7001538984253735,39.879337730157935,13.78,30.69,2.4,24.95,5.19,4.41,1
Kilifi,2026-01-22,-3.4823329535166776,39.88808021482811,20.78,63.27,1.32,6.79,0.0,1.23,1
Kilifi,2026-01-06,-3.513276840404082,39.91159693766609,13.91,85.36,1.21,15.64,0.0,0.08,0
Kilifi,2025-11-20,-3.808663257159466,39.6964011918112,7.72,17.42,2.66,28.38,0.63,2.92,1
Kilifi,2026-02-16,-3.8884948558262673,39.737231816053686,58.79,101.24,0.6,29.75,2.86,0.51,1
Kilifi,2025-12-10,-3.771776100187039,39.76234788092848,31.06,40.76,2.68,25.46,0.07,2.35,1
Kilifi,2025-11-09,-3.5564020798962193,39.86288054680882,11.23,51.93,1.22,15.96,3.63,2.28,1
Kilifi,2026-01-21,-3.7197054989519818,39.69647410019295,23.8,65.72,2.77,19.46,4.91,0.1,1
Kilifi,2025-12-01,-3.6645117793302755,39.79872496987295,27.25,39.87,1.44,0.0,4.55,0.96,1
Kilifi,2026-02-24,-3.5095201421859863,39.575246484848506,12.7,51.31,1.4,12.49,2.19,3.02,0
Kilifi,2025-12-27,-3.7488237487481055,39.56863124240076,27.39,45.36,2.32,15.79,0.6,2.41,1
Kilifi,2026-01-28,-3.9061442836452427,39.851027301484386,24.52,47.45,0.86,16.07,1.24,0.18,1
Kilifi,2025-12-06,-3.801533238400015,39.57078880115706,70.57,96.63,2.57,26.8,2.35,0.02,1
Kilifi,2025-11-01,-3.716543636590325,39.944964485883816,42.81,51.61,2.32,0.0,2.54,1.17,0
Kilifi,2026-02-09,-3.8474822859583395,39.63405796108206,39.22,46.26,2.4,14.0,0.36,0.08,1
Kilifi,2025-11-09,-3.769026744359233,39.757311934121276,16.23,19.94,0.89,18.67,2.56,4.71,1
Kilifi,2026-02-08,-3.5059196866081854,39.69875467748236,32.67,60.81,2.07,9.75,6.49,0.88,1
Kilifi,2025-11-14,-3.4586462053747704,39.78873268799217,13.31,15.85,1.49,0.0,2.52,0.96,1
Kilifi,2026-02-17,-3.579754845114701,39.586184292349664,15.73,43.32,0.56,15.85,3.48,1.28,0
Kilifi,2026-02-08,-3.60060752892518,39.85912163957745,28.37,49.65,0.61,28.25,1.51,3.43,1
Kilifi,2026-01-17,-3.777985993715941,39.652563073036106,32.22,50.45,1.63,9.95,7.41,2.41,1
Kilifi,2025-11-12,-3.590799726569743,39.64282693435065,140.7,165.11,2.76,11.86,0.0,4.79,1
Kilifi,2025-12-04,-3.5368459581030227,39.92447504503586,11.15,58.18,2.35,24.28,0.0,1.8,1
Kilifi,2026-01-30,-3.894278173309016,39.66972135869161,27.68,95.29,0.77,14.77,3.59,0.36,1
Kilifi,2026-02-13,-3.7551215334886927,39.572638235412256,2.97,34.33,2.17,29.89,0.0,1.31,1
Kilifi,2025-11-04,-3.695087473642219,39.63621350209515,37.21,50.0,2.45,10.07,0.0,0.27,0
Kilifi,2026-02-19,-3.51613108185666,39.88923082883264,11.74,61.32,0.56,38.79,0.65,2.89,1
Kilifi,2026-01-19,-3.811119927020101,39.900063930375254,52.18,59.13,0.9,24.02,3.74,2.17,1
Kilifi,2026-01-19,-3.9090934655238487,39.88577695476136,21.92,34.91,1.47,16.19,4.13,0.73,1
Kilifi,2025-12-15,-3.5106357501319048,39.86462833693066,7.54,54.1,2.41,10.35,3.5,1.14,1
Kilifi,2025-12-19,-3.618028804690623,39.56000845966414,10.51,42.95,0.98,10.64,4.49,1.38,1
Kilifi,2025-12-12,-3.9365164834455166,39.87549822844004,17.34,36.08,1.19,18.71,4.87,1.48,1
Kilifi,2026-02-03,-3.7342968850598313,39.7150594955283,53.01,76.26,0.6,17.0,0.89,6.68,1
Kilifi,2026-02-18,-3.745645372852051,39.94100667123852,44.34,56.73,0.97,17.84,1.74,0.46,1
Kilifi,2026-02-04,-3.8672236771566375,39.70307696508356,27.84,47.86,0.79,6.86,4.57,0.37,1
Kilifi,2026-02-18,-3.5223708313722866,39.79757212325642,32.51,61.22,1.34,6.62,5.44,3.68,0
Kilifi,2026-01-29,-3.863478006075796,39.92953936717867,38.57,64.62,2.54,23.71,3.31,2.86,1
Kilifi,2026-02-05,-3.9282750527124985,39.82127065312145,29.58,55.23,0.98,26.44,0.0,3.04,1
Kilifi,2025-11-25,-3.7257785398534593,39.77009511207023,29.4,43.66,1.76,8.24,1.99,2.19,1
Kilifi,2025-12-10,-3.7954992458307335,39.678073087766286,9.68,24.57,2.85,23.84,0.99,2.55,0
Kilifi,2026-02-23,-3.4594364268458704,39.80901235203617,17.06,50.29,0.64,5.76,3.88,1.05,1
Kilifi,2025-11-18,-3.4794991781588474,39.73073075661056,5.54,34.88,1.56,0.89,1.72,1.4,1
Kilifi,2026-02-05,-3.7608833550121554,39.70003360631087,14.66,25.66,2.76,6.85,3.11,1.75,1
Kilifi,2025-11-05,-3.905556691290207,39.74293993194573,53.47,66.64,2.4,9.89,3.92,0.28,1
Kilifi,2025-12-09,-3.8346686640835617,39.743841761392346,28.9,47.09,2.42,8.45,5.89,7.08,1
Kilifi,2025-11-07,-3.5911838457508622,39.66473988925489,21.74,42.21,2.91,0.0,6.18,3.53,1
Kilifi,2026-01-17,-3.46056626771596,39.65720105396711,18.47,44.52,1.68,42.13,3.54,3.17,0
Kilifi,2026-01-06,-3.886472132276801,39.92161591309491,58.42,66.14,1.5,19.45,0.24,0.84,1
Kilifi,2026-01-31,-3.8448646674145515,39.82375357002921,10.17,32.46,1.06,39.01,4.57,2.15,1
Kilifi,2026-02-13,-3.4684405015676125,39.733864889178136,11.46,44.81,1.95,0.0,3.45,0.87,1
Kilifi,2025-12-21,-3.7958800762432707,39.80207469718903,8.0,24.54,1.36,8.91,0.0,3.34,1
Kilifi,2026-02-22,-3.499474982103932,39.89102559197272,8.66,44.29,2.41,29.81,0.96,0.05,0
Kilifi,2026-01-29,-3.596134162457985,39.562649728498336,26.24,42.78,2.03,7.58,3.28,2.75,1
Kilifi,2026-02-03,-3.8375838407994394,39.61303279971467,49.95,63.47,2.99,19.14,4.17,0.56,1
Kilifi,2025-11-03,-3.8964562169121097,39.562968769565906,25.5,41.0,2.27,13.89,4.52,6.62,1
Kilifi,2026-02-13,-3.5069935458042756,39.82210011755503,15.8,31.21,2.1,32.0,3.14,7.15,0
Kilifi,2026-01-14,-3.6063598370196246,39.583419809340384,28.68,67.42,2.05,0.0,0.0,1.65,1
Kilifi,2025-11-24,-3.4520516459873782,39.720596081601066,59.19,80.62,1.0,18.47,0.0,0.01,1
Kilifi,2026-01-10,-3.892740976848592,39.89215247123467,9.25,24.19,1.66,16.45,2.88,1.83,1
Kilifi,2026-01-19,-3.7730568287622477,39.722039077163934,13.42,38.69,2.18,24.04,2.0,0.99,1
Kilifi,2026-01-23,-3.629351177424985,39.74081651569511,70.95,106.8,1.67,18.94,4.74,5.42,1
Kilifi,2026-01-09,-3.8087744606866787,39.94969905825904,15.31,28.93,2.5,20.76,0.0,3.33,1
Kilifi,2025-12-26,-3.5331462268630034,39.766531547989985,2.92,30.52,2.11,11.59,3.12,1.98,1
Kilifi,2026-01-16,-3.5409978567727887,39.71157326718653,9.23,16.05,2.98,20.01,5.54,3.36,1
Kilifi,2025-12-03,-3.594461354655617,39.91012256960194,14.82,18.28,2.53,12.5,8.46,1.68,1
Kilifi,2025-12-13,-3.9345215699706753,39.941271497669334,52.6,65.81,2.35,37.23,1.72,0.74,0
Kilifi,2025-11-01,-3.4946967339482593,39.64530896223538,42.87,71.79,2.54,13.13,3.36,1.3,1
Kilifi,2025-11-08,-3.730380035435243,39.785912301864826,17.79,31.2,0.86,10.22,0.0,0.72,1
Kilifi,2026-02-16,-3.5993242786595427,39.780783589775965,8.06,19.88,1.51,25.21,0.0,0.09,1
Kilifi,2026-01-26,-3.741664969769372,39.76867227739449,52.85,100.22,1.15,6.32,4.08,0.2,1
Kilifi,2026-01-21,-3.6834097129069594,39.82407142604747,58.97,61.45,2.37,3.38,4.83,9.74,1
Kilifi,2026-02-02,-3.7733267377269026,39.66159499609379,41.96,67.93,1.95,31.91,4.64,0.53,0
Kilifi,2026-02-14,-3.699477259688784,39.810480602864956,11.57,53.07,2.32,16.4,2.9,1.35,1
Kilifi,2026-02-14,-3.8309647947052814,39.63847164671459,11.54,28.71,1.83,3.6,3.53,1.03,1
Kilifi,2025-10-29,-3.7849798359517597,39.89772145057823,54.09,74.99,2.86,9.63,0.0,0.49,1
Kilifi,2025-11-30,-3.7062034428797808,39.554883125467434,5.85,14.85,1.5,21.37,1.41,0.27,0
Kilifi,2026-01-13,-3.8445461459476427,39.836771107867904,7.84,24.11,1.26,40.34,1.15,5.0,1
Kilifi,2026-02-12,-3.5008578290383716,39.687310432597776,79.51,116.39,1.2,39.87,0.78,0.02,1
Kilifi,2025-11-08,-3.888797759491326,39.87754640757065,36.55,57.89,2.19,15.77,2.78,1.27,1
Kilifi,2025-12-06,-3.7925819107695786,39.58689176906879,38.38,44.95,2.17,30.71,2.56,1.98,1
Kilifi,2026-01-31,-3.7880886927163875,39.708046155418984,2.11,55.25,1.42,17.2,3.0,3.32,1
Kilifi,2026-02-10,-3.860900284923315,39.58028381427055,37.39,71.77,1.74,19.57,6.79,0.29,0
Kilifi,2025-11-19,-3.4745612637012737,39.60505564856075,43.68,59.72,1.29,14.81,5.92,3.42,1
Kilifi,2026-01-14,-3.808938765095387,39.75622708852588,31.16,50.25,2.22,0.0,0.39,1.63,1
Kilifi,2025-12-06,-3.8604330469108805,39.836482207265604,15.18,47.57,1.84,15.27,0.49,0.54,1
Kilifi,2025-11-14,-3.8632890766876202,39.695560068029394,20.25,58.53,2.11,13.69,2.86,3.68,0
Kilifi,2025-12-20,-3.5475973846025077,39.60756258605231,11.26,35.57,2.58,5.97,1.34,0.38,1
Kilifi,2025-11-25,-3.781122296969192,39.81469772323658,78.02,84.25,1.66,19.97,4.57,1.38,1
Kilifi,2025-12-11,-3.7452434138426893,39.682509906767855,27.49,42.03,1.14,10.98,1.71,2.53,0
Kilifi,2026-01-09,-3.606705844677016,39.76839890579356,92.97,106.03,1.86,1.15,4.08,1.21,1
Kilifi,2025-11-18,-3.488934545441945,39.88461860444813,24.14,51.04,1.13,15.98,1.3,2.16,1
Kilifi,2025-11-23,-3.9118767360269047,39.634673385738914,26.85,61.83,2.13,27.79,2.7,0.44,1
Kilifi,2025-10-30,-3.851628834142081,39.77485790467915,6.77,21.49,1.24,41.29,0.0,0.78,0
Kilifi,2026-01-31,-3.8606604453951534,39.747621354223426,13.01,23.78,1.1,0.0,4.7,0.81,1
Kilifi,2026-01-10,-3.5751618918300965,39.85871850283029,11.34,27.8,2.58,31.77,3.75,1.43,1
Kilifi,2026-02-18,-3.6320412377469387,39.73283428871336,4.62,20.56,2.31,6.47,1.06,4.97,0
Kilifi,2026-02-01,-3.5437040259419734,39.81286601412043,7.65,30.12,2.78,17.21,0.0,2.58,1
Kilifi,2026-01-01,-3.9491136289662823,39.88677945726768,7.33,41.42,2.07,24.31,0.58,9.37,1
Kilifi,2026-01-09,-3.8693146715538695,39.824374389319175,25.03,53.12,2.95,4.18,0.0,0.68,1
Kilifi,2025-12-31,-3.7133357976681305,39.72911373011722,30.55,52.55,1.89,21.95,1.89,0.39,0
Kilifi,2025-12-15,-3.6291634663132335,39.91862486163577,2.9,32.98,2.83,16.7,0.06,4.58,0
Kilifi,2026-02-14,-3.5945876486291937,39.799705941098935,44.46,51.82,2.64,20.51,1.85,0.45,1
Kilifi,2026-01-17,-3.647323417228874,39.88426497958535,13.11,38.77,0.99,4.53,0.81,0.18,0
Kilifi,2026-01-07,-3.7619547951931405,39.5955146933093,9.16,17.04,2.44,14.01,3.85,2.24,1
Kilifi,2026-02-13,-3.936834415857424,39.755489839935095,6.6,66.39,1.38,14.47,3.45,4.41,1
Kilifi,2026-01-22,-3.814620064328877,39.75473355431764,37.89,70.27,1.38,11.84,5.15,2.86,0
Kilifi,2026-01-29,-3.8954341399107126,39.88240108596284,3.98,32.24,1.91,7.31,2.15,3.11,1
Kilifi,2025-12-23,-3.4860708181152456,39.729857720376856,10.81,26.18,1.31,22.74,0.0,8.37,1
Kilifi,2026-01-13,-3.4715772596096834,39.93724090152245,94.71,117.26,0.6,21.91,1.94,1.71,1
Kilifi,2025-12-19,-3.656180054274156,39.57459840383617,46.8,52.48,0.66,14.5,2.02,6.3,0
Kilifi,2025-11-11,-3.4883267245543643,39.91952051240332,49.48,69.01,0.99,16.44,0.34,0.66,0
Kilifi,2025-12-25,-3.6594197322275046,39.92111175343866,60.71,90.49,2.92,23.78,5.25,0.79,1
Kilifi,2025-12-31,-3.7183957548365805,39.86631025211941,5.66,16.67,1.65,34.61,2.11,0.15,1
Kilifi,2025-10-30,-3.567351538762509,39.61709692104876,33.72,55.58,1.16,9.38,3.56,0.92,0
Kilifi,2026-01-23,-3.7897428007299343,39.88283722642499,31.68,62.27,2.86,0.0,0.0,2.18,1
Kilifi,2025-11-14,-3.474189200847047,39.759967170401474,17.95,53.73,2.11,45.76,0.84,2.3,1
Kilifi,2025-12-20,-3.6950551921307833,39.76406698212911,6.35,17.0,2.07,10.16,0.11,2.85,1
Kilifi,2026-02-22,-3.535398217927745,39.818838250978615,18.69,22.29,1.94,6.24,2.35,1.01,1
Kilifi,2025-12-17,-3.5846181934105297,39.909992833640466,26.56,40.28,1.36,21.07,2.21,1.03,1
Kilifi,2026-01-23,-3.602355112699655,39.634938708528395,10.73,20.59,1.96,21.17,1.26,2.62,1
Kilifi,2025-12-08,-3.6557272575434325,39.92895436708333,57.26,95.95,1.38,18.17,0.86,0.25,1
Kilifi,2025-12-23,-3.826592134693768,39.633772203778996,28.93,102.34,2.63,19.54,2.68,4.0,0
Kilifi,2026-01-16,-3.7667312622321614,39.8447430706758,27.43,49.68,0.71,2.31,4.64,0.66,1
Kilifi,2025-11-29,-3.733967634192192,39.7257946994074,10.08,25.24,0.6,8.25,1.65,0.43,1
Kilifi,2026-01-25,-3.7277102103176,39.93056396870174,30.08,46.57,0.67,0.0,6.92,1.2,1
Kilifi,2026-01-20,-3.805716203386691,39.60327402657975,27.67,42.94,0.87,34.61,4.92,3.76,0
Kilifi,2025-11-26,-3.6718906350306115,39.660558032092084,39.35,56.68,2.28,24.34,1.19,2.53,0
Kilifi,2025-11-26,-3.6839672432692594,39.59364029703713,8.02,18.0,0.95,0.0,6.56,0.37,1
Kilifi,2026-01-19,-3.8271273422229988,39.607620800472176,11.4,23.53,0.95,14.37,5.4,0.33,1
Kilifi,2026-01-26,-3.855197767877036,39.85036812767915,19.53,41.03,0.6,14.04,8.13,1.98,1
Kilifi,2026-01-10,-3.4842251302647913,39.61375899716426,16.12,29.47,2.99,36.04,4.85,0.63,1
Kilifi,2025-11-28,-3.6607691613430244,39.941195857126445,9.79,13.8,1.42,21.8,1.84,1.43,1
Kilifi,2025-12-17,-3.9403245969719674,39.87142450394247,68.46,90.62,2.49,49.2,1.28,2.82,1
Kilifi,2026-02-08,-3.7115537235037075,39.57795468388016,35.0,42.08,2.6,16.65,2.43,0.92,1
Kilifi,2026-01-09,-3.7237754740307727,39.756938378451686,14.78,21.88,0.97,11.76,1.96,0.91,0
Kilifi,2026-02-20,-3.7065779319717698,39.81338681933267,49.64,77.63,1.56,22.72,3.34,0.39,1
Kilifi,2025-12-28,-3.8346863170129755,39.92948092994064,25.7,32.33,2.32,0.0,1.61,1.3,1
Kilifi,2026-01-23,-3.47752959382187,39.86816878882194,16.65,51.19,0.75,6.84,2.12,0.48,0
Kilifi,2025-11-09,-3.869702213278838,39.742850829724006,44.21,49.78,2.17,17.69,2.02,0.9,0
Kilifi,2026-02-03,-3.5057915664720367,39.62399066798774,17.27,25.54,1.22,22.6,0.0,4.84,0
Kilifi,2025-11-13,-3.8652557616855447,39.725995735034616,41.85,48.62,2.23,1.44,4.34,3.48,1
Kilifi,2025-12-25,-3.9325018972338404,39.9399688450401,15.66,74.19,2.58,0.0,1.08,0.34,1
Kilifi,2026-02-18,-3.897998000145324,39.623531483378194,60.15,113.92,2.55,7.56,2.02,1.5,1
Kilifi,2025-11-24,-3.466580199281106,39.59490664910222,12.83,57.17,2.59,34.81,2.62,4.69,1
Kilifi,2025-12-25,-3.765306288052276,39.774983834337945,63.54,91.73,1.49,27.64,6.15,3.52,0
Kilifi,2025-12-21,-3.6901812358958797,39.83802446717682,38.18,45.27,1.76,6.73,0.0,2.4,1
Kilifi,2025-12-05,-3.696637776737099,39.877874085926756,65.85,137.47,2.29,33.11,1.05,1.94,1
Kilifi,2026-02-15,-3.545530650305786,39.90781236756787,11.19,22.73,2.38,6.14,0.0,0.97,1
Kilifi,2026-01-31,-3.839079506149587,39.65612661998998,10.31,23.69,2.77,15.95,1.8,1.88,1
Kilifi,2025-10-31,-3.7386572527377804,39.611685918715324,20.17,36.15,2.18,22.02,5.73,1.84,0
Kilifi,2025-12-24,-3.4958418124183086,39.62973436231951,5.22,34.66,2.37,54.05,4.56,3.39,1
Kilifi,2026-02-23,-3.600411030423618,39.580713008297266,1.29,20.71,1.27,28.8,3.82,2.98,1
Kilifi,2025-11-19,-3.828159655644323,39.930944090152416,23.31,67.38,2.9,20.27,1.09,3.55,1
Kilifi,2025-10-30,-3.598506877838764,39.589214051960525,27.96,63.8,1.41,8.01,1.75,0.21,1
Kilifi,2025-12-30,-3.531154664397472,39.94586513661832,12.7,25.79,0.72,28.16,1.53,8.05,1
Kilifi,2025-11-15,-3.7573624103293004,39.72506335826988,6.54,34.02,2.45,19.56,2.58,2.59,1
Kilifi,2025-11-27,-3.7194510949217676,39.728784983239564,14.6,62.0,0.55,12.82,5.51,3.85,0
Kilifi,2026-02-23,-3.6020234071826898,39.838403145864625,1.49,22.38,2.38,18.05,5.12,0.9,1
Kilifi,2026-01-30,-3.7921419913073815,39.72957778636362,17.58,40.46,1.76,8.24,1.72,7.3,0
Kilifi,2026-02-18,-3.7934412619407456,39.7409154479065,33.68,45.46,1.42,19.26,6.57,3.16,1
Kilifi,2025-12-19,-3.599361890103924,39.608592248052794,60.13,83.83,1.89,4.43,1.36,0.8,1
Kilifi,2025-11-28,-3.5343811229218165,39.8542805332651,19.92,53.81,2.89,18.15,2.94,0.07,1
Kilifi,2025-12-22,-3.672815972672724,39.61720898838283,16.04,28.9,2.55,24.04,0.03,0.91,1
Kilifi,2025-11-28,-3.7795855085304417,39.728054083854815,4.82,33.07,2.51,36.73,3.9,2.33,1
Kilifi,2025-11-29,-3.594483930153299,39.5820441904076,17.88,32.87,1.44,13.92,0.99,3.7,0
Kilifi,2026-02-13,-3.8059804964847608,39.77036378920562,25.43,43.7,1.38,9.44,4.67,1.13,0
Kilifi,2026-01-01,-3.9221896604949618,39.94947307792488,30.13,65.94,1.99,0.0,0.0,0.01,1
Kilifi,2025-12-25,-3.640820224049143,39.60810477063919,11.3,29.61,2.43,12.94,1.09,1.1,1
Kilifi,2025-12-20,-3.948398083313009,39.86218051345639,5.99,14.11,1.71,18.79,3.03,0.93,1
Kilifi,2026-01-12,-3.626397681889306,39.94157963653826,9.25,45.23,1.22,4.86,5.78,2.85,0
Kilifi,2025-12-22,-3.749518551882499,39.55613575271829,43.32,79.11,0.81,31.61,2.59,0.22,1
Kilifi,2026-01-25,-3.678255514124931,39.58952348777677,15.07,51.08,0.78,23.02,1.74,0.41,0
Kilifi,2025-11-17,-3.8059240549617295,39.63620861330933,6.22,40.83,1.86,7.01,2.17,1.79,1
Kilifi,2025-12-17,-3.6266397059939464,39.88108145488171,25.29,31.63,1.92,3.1,0.0,2.15,1
Kilifi,2026-01-27,-3.5267902560812026,39.85925303879133,18.56,29.1,2.67,0.0,2.76,0.13,1
Kilifi,2025-12-05,-3.7583051777096674,39.83335664463058,16.6,43.88,0.69,0.0,0.96,0.58,1
Kilifi,2025-11-02,-3.6818250763850813,39.8951741030077,5.34,20.14,2.09,8.47,2.04,2.9,1
